Date,StoreID,StoreRegion,Product,Category,UnitsSold,UnitPrice,Revenue,CustomerAge,Gender
2025-06-02,STR008,South,Tablet,Electronics,1,12514.13,12514.13,65,Male
2024-08-16,STR009,North,Tablet,Electronics,4,19796.47,79185.88,54,Male
2024-09-22,STR014,North,Microwave,Home Appliances,1,5627.64,5627.64,39,Male
2025-03-02,STR012,East,Rice,Groceries,2,7434.68,14869.36,44,Female
2024-08-24,STR007,West,T-Shirt,Clothing,3,33189.67,99569.01,40,Male
2024-12-16,STR014,North,Washing Machine,Home Appliances,5,24496.78,122483.9,34,Male
2025-04-25,STR015,East,Wheat,Groceries,1,8014.39,8014.39,31,Female
2025-04-30,STR006,West,Laptop,Electronics,5,7120.82,35604.1,18,Female
2024-12-09,STR008,West,Tablet,Electronics,5,22776.01,113880.05,30,Other
2024-08-13,STR006,West,T-Shirt,Clothing,5,48179.06,240895.3,32,Female
2025-01-09,STR013,South,Refrigerator,Home Appliances,8,39072.29,312578.32,53,Other
2024-06-27,STR017,East,Refrigerator,Home Appliances,6,13457.02,80742.12,62,Male
2024-08-15,STR013,North,Jacket,Clothing,5,25872.38,129361.9,22,Other
2025-05-02,STR008,South,Smartphone,Electronics,5,44948.91,224744.55,58,Female
2025-04-03,STR018,West,Smartphone,Electronics,6,47935.21,287611.26,54,Female
2025-05-08,STR010,West,Laptop,Electronics,2,9751.61,19503.22,34,Other
2025-06-13,STR020,East,Jacket,Clothing,7,10053.39,70373.73,24,Female
2024-07-17,STR011,North,Sugar,Groceries,4,9893.81,39575.24,39,Female
2024-08-23,STR008,West,Rice,Groceries,8,26671.05,213368.4,53,Male
2024-09-17,STR008,West,Smartphone,Electronics,3,28301.43,84904.29,20,Male
2025-04-03,STR004,West,Wheat,Groceries,2,26795.54,53591.08,63,Male
2025-05-25,STR004,North,Microwave,Home Appliances,6,10805.23,64831.38,34,Male
2025-01-27,STR015,South,Rice,Groceries,10,49566.65,495666.5,23,Female
2025-01-30,STR020,South,Microwave,Home Appliances,5,6027.08,30135.4,20,Female
2025-02-02,STR016,South,Jacket,Clothing,1,8435.18,8435.18,44,Female
2025-05-21,STR019,East,Smartphone,Electronics,4,25234.65,100938.6,18,Female
2024-12-11,STR006,North,T-Shirt,Clothing,9,37691.04,339219.36,65,Male
2025-04-07,STR006,South,Tablet,Electronics,3,13835.37,41506.11,65,Male
2025-04-13,STR005,East,Refrigerator,Home Appliances,4,41381.15,165524.6,47,Male
2024-12-15,STR004,South,Rice,Groceries,1,30970.45,30970.45,41,Other
2025-05-21,STR006,West,Jacket,Clothing,2,21647.94,43295.88,42,Male
2025-03-24,STR014,North,Washing Machine,Home Appliances,3,1852.96,5558.88,23,Male
2025-04-18,STR014,South,Refrigerator,Home Appliances,2,7771.61,15543.22,62,Male
2024-09-03,STR017,East,Jacket,Clothing,9,26061.07,234549.63,46,Male
2024-12-30,STR015,East,Washing Machine,Home Appliances,10,21301.83,213018.3,38,Female
2024-09-27,STR007,West,Microwave,Home Appliances,1,39935.28,39935.28,36,Female
2025-03-07,STR005,North,Rice,Groceries,2,43748.76,87497.52,32,Other
2024-08-20,STR005,North,Tablet,Electronics,10,24018.15,240181.5,51,Male
2024-09-26,STR017,North,Refrigerator,Home Appliances,1,12100.1,12100.1,33,Other
2025-06-14,STR009,East,Laptop,Electronics,2,26301.29,52602.58,39,Other
2025-04-03,STR007,South,Refrigerator,Home Appliances,8,2296.53,18372.24,32,Other
2025-02-14,STR003,West,Tablet,Electronics,8,7476.33,59810.64,64,Other
2025-05-04,STR006,East,Tablet,Electronics,8,38030.97,304247.76,39,Male
2024-09-28,STR001,North,Smartphone,Electronics,1,39024.37,39024.37,38,Male
2024-10-15,STR004,West,Smartphone,Electronics,8,34429.02,275432.16,52,Other
2024-12-07,STR001,South,Jeans,Clothing,10,39394.54,393945.4,40,Female
2025-06-08,STR010,East,Sugar,Groceries,9,5846.36,52617.24,34,Male
2025-01-07,STR019,West,Tablet,Electronics,10,40657.02,406570.2,36,Female
2025-01-20,STR017,North,Smartphone,Electronics,5,8868.68,44343.4,38,Female
2024-08-23,STR001,North,Rice,Groceries,8,25406.47,203251.76,56,Male
2024-07-22,STR013,East,Tablet,Electronics,4,13138.14,52552.56,58,Female
2024-09-21,STR017,South,Laptop,Electronics,5,36222.57,181112.85,43,Female
2025-06-12,STR017,South,Smartphone,Electronics,5,20707.32,103536.6,38,Female
2025-05-17,STR019,West,Laptop,Electronics,3,15575.31,46725.93,64,Male
2024-10-08,STR007,South,Tablet,Electronics,7,23541.48,164790.36,44,Other
2024-08-29,STR020,South,Sugar,Groceries,1,17818.35,17818.35,26,Male
2024-12-14,STR013,East,Laptop,Electronics,2,40119.49,80238.98,51,Male
2024-08-09,STR006,West,Laptop,Electronics,5,31316.36,156581.8,49,Male
2025-04-04,STR017,North,Washing Machine,Home Appliances,4,35937.25,143749.0,43,Female
2024-08-28,STR013,East,Refrigerator,Home Appliances,3,33682.69,101048.07,64,Male
2024-10-28,STR008,West,T-Shirt,Clothing,1,14949.58,14949.58,63,Male
2024-11-01,STR014,South,Jacket,Clothing,9,36288.9,326600.1,24,Female
2024-07-11,STR013,East,Jeans,Clothing,1,23152.07,23152.07,58,Female
2024-08-07,STR010,North,Washing Machine,Home Appliances,6,47312.47,283874.82,29,Female
2025-01-27,STR018,South,Microwave,Home Appliances,6,33819.97,202919.82,36,Male
2024-12-01,STR010,West,Tablet,Electronics,7,4321.88,30253.16,35,Female
2024-10-22,STR008,South,Smartphone,Electronics,6,36565.93,219395.58,35,Female
2024-09-21,STR011,North,Washing Machine,Home Appliances,1,30543.75,30543.75,36,Other
2024-08-29,STR007,East,Laptop,Electronics,4,12016.97,48067.88,30,Other
2025-05-20,STR013,South,Jacket,Clothing,2,15822.18,31644.36,27,Male
2024-09-04,STR017,West,Smartphone,Electronics,8,35594.15,284753.2,64,Male
2025-04-11,STR019,North,Tablet,Electronics,4,48781.95,195127.8,58,Other
2025-02-23,STR011,South,Washing Machine,Home Appliances,7,10917.43,76422.01,20,Female
2024-09-21,STR020,West,Tablet,Electronics,2,3934.35,7868.7,38,Female
2024-09-27,STR018,North,Laptop,Electronics,7,48040.92,336286.44,18,Male
2024-11-14,STR019,North,Refrigerator,Home Appliances,1,49863.43,49863.43,39,Female
2024-09-20,STR017,North,Tablet,Electronics,10,6482.56,64825.6,33,Other
2025-03-10,STR009,East,Wheat,Groceries,8,23666.42,189331.36,56,Male
2024-08-14,STR013,East,Rice,Groceries,4,44125.84,176503.36,57,Female
2025-04-25,STR003,North,Refrigerator,Home Appliances,10,3904.97,39049.7,51,Other
2024-09-29,STR008,West,Jeans,Clothing,4,27007.54,108030.16,51,Female
2025-03-29,STR007,South,Jeans,Clothing,7,29369.2,205584.4,64,Male
2024-12-28,STR003,South,Microwave,Home Appliances,3,30138.03,90414.09,46,Female
2025-02-23,STR009,North,T-Shirt,Clothing,2,20971.62,41943.24,62,Other
2025-05-17,STR002,East,Jeans,Clothing,7,26032.04,182224.28,58,Male
2025-05-07,STR014,West,Jeans,Clothing,7,24669.54,172686.78,65,Male
2025-03-07,STR001,North,Smartphone,Electronics,7,37342.51,261397.57,30,Male
2024-06-21,STR003,North,Washing Machine,Home Appliances,10,19590.43,195904.3,42,Male
2024-06-23,STR004,South,Rice,Groceries,4,16086.87,64347.48,31,Female
2025-01-03,STR017,South,T-Shirt,Clothing,7,2697.4,18881.8,45,Other
2025-02-11,STR014,South,Laptop,Electronics,8,31356.28,250850.24,57,Male
2024-10-13,STR004,South,T-Shirt,Clothing,1,37508.2,37508.2,37,Other
2025-05-05,STR011,East,Tablet,Electronics,4,49258.83,197035.32,33,Female
2025-05-26,STR012,North,Washing Machine,Home Appliances,4,2401.42,9605.68,21,Male
2025-05-16,STR020,North,T-Shirt,Clothing,1,34586.28,34586.28,50,Female
2025-03-22,STR001,West,Laptop,Electronics,3,14359.64,43078.92,34,Other
2024-08-01,STR020,West,Washing Machine,Home Appliances,10,37835.31,378353.1,57,Other
2025-06-17,STR020,West,Sugar,Groceries,9,14890.94,134018.46,23,Other
2025-01-17,STR019,West,Jeans,Clothing,6,26809.7,160858.2,58,Other
2025-01-21,STR010,North,Refrigerator,Home Appliances,2,16584.66,33169.32,50,Female
2025-02-15,STR006,South,Refrigerator,Home Appliances,2,44537.93,89075.86,36,Male
2025-01-04,STR014,North,Wheat,Groceries,1,28239.37,28239.37,53,Female
2024-10-03,STR014,North,Washing Machine,Home Appliances,8,32047.95,256383.6,59,Female
2024-08-02,STR008,South,Microwave,Home Appliances,9,10873.75,97863.75,38,Other
2024-11-24,STR005,North,Jacket,Clothing,9,12273.69,110463.21,36,Male
2025-01-14,STR005,West,T-Shirt,Clothing,2,44375.41,88750.82,39,Male
2024-12-20,STR018,South,Washing Machine,Home Appliances,6,29566.56,177399.36,45,Other
2025-02-05,STR019,West,Jeans,Clothing,7,39201.68,274411.76,40,Female
2025-03-12,STR014,North,Smartphone,Electronics,8,845.16,6761.28,61,Other
2024-10-18,STR019,East,Refrigerator,Home Appliances,6,40380.9,242285.4,25,Female
2024-12-15,STR008,East,Washing Machine,Home Appliances,3,19993.66,59980.98,50,Female
2024-09-27,STR016,South,Smartphone,Electronics,3,41643.25,124929.75,18,Male
2024-10-10,STR003,North,Sugar,Groceries,7,19594.58,137162.06,25,Female
2025-06-07,STR020,East,Refrigerator,Home Appliances,4,4152.58,16610.32,19,Male
2024-08-19,STR009,North,Laptop,Electronics,10,26437.84,264378.4,36,Other
2024-07-30,STR014,South,Tablet,Electronics,8,16137.5,129100.0,58,Other
2024-06-20,STR005,North,Microwave,Home Appliances,7,47476.24,332333.68,64,Female
2024-11-26,STR016,West,Microwave,Home Appliances,1,14062.03,14062.03,46,Other
2024-12-29,STR005,West,T-Shirt,Clothing,8,8199.38,65595.04,44,Other
2025-01-22,STR018,North,Microwave,Home Appliances,1,6945.94,6945.94,65,Female
2025-03-04,STR019,North,Wheat,Groceries,3,46162.19,138486.57,34,Male
2025-05-04,STR003,South,Sugar,Groceries,5,33764.16,168820.8,30,Male
2024-11-16,STR011,East,Rice,Groceries,3,4550.42,13651.26,63,Male
2025-01-06,STR004,West,Washing Machine,Home Appliances,7,45799.39,320595.73,52,Male
2025-02-03,STR004,North,Rice,Groceries,3,10325.36,30976.08,56,Male
2025-02-09,STR008,East,Laptop,Electronics,7,5719.74,40038.18,26,Female
2025-02-22,STR013,North,Sugar,Groceries,6,28714.44,172286.64,30,Male
2025-03-17,STR010,East,Rice,Groceries,9,44580.89,401228.01,34,Other
2025-02-23,STR011,North,Tablet,Electronics,10,48065.77,480657.7,27,Female
2025-06-08,STR014,East,Jacket,Clothing,2,2245.76,4491.52,36,Male
2024-09-19,STR004,West,Washing Machine,Home Appliances,5,10324.03,51620.15,48,Other
2024-11-14,STR017,South,Smartphone,Electronics,8,45261.64,362093.12,29,Male
2025-04-05,STR019,South,Smartphone,Electronics,8,31989.22,255913.76,24,Other
2024-07-20,STR006,East,Washing Machine,Home Appliances,7,26019.28,182134.96,65,Female
2025-02-23,STR018,South,Rice,Groceries,4,37918.13,151672.52,25,Other
2025-03-03,STR014,North,Microwave,Home Appliances,6,34108.43,204650.58,39,Male
2024-11-26,STR018,West,Sugar,Groceries,10,1243.64,12436.4,43,Other
2025-01-27,STR013,West,Laptop,Electronics,1,23968.23,23968.23,33,Female
2024-11-23,STR013,South,Refrigerator,Home Appliances,1,18317.81,18317.81,23,Other
2024-08-21,STR011,South,Refrigerator,Home Appliances,6,11273.02,67638.12,23,Female
2025-01-05,STR015,North,Jeans,Clothing,9,38886.6,349979.4,61,Female
2024-06-23,STR017,South,Sugar,Groceries,2,7601.99,15203.98,22,Other
2024-10-27,STR020,North,Washing Machine,Home Appliances,8,28436.57,227492.56,53,Other
2024-10-16,STR018,East,Jeans,Clothing,10,21555.06,215550.6,52,Male
2025-01-17,STR011,North,Refrigerator,Home Appliances,1,44619.61,44619.61,56,Other
2024-08-04,STR020,East,Microwave,Home Appliances,7,42104.02,294728.14,50,Female
2025-05-28,STR020,North,Washing Machine,Home Appliances,6,44136.31,264817.86,59,Male
2025-03-13,STR017,West,T-Shirt,Clothing,9,22648.0,203832.0,20,Other
2024-08-01,STR008,West,Rice,Groceries,3,17911.2,53733.6,46,Female
2024-12-26,STR001,West,Rice,Groceries,3,27009.58,81028.74,35,Female
2025-01-19,STR016,West,Tablet,Electronics,8,3267.71,26141.68,42,Other
2024-10-24,STR017,West,Microwave,Home Appliances,7,28772.18,201405.26,63,Male
2024-07-21,STR016,North,Washing Machine,Home Appliances,4,25854.23,103416.92,59,Other
2025-03-13,STR006,South,Jacket,Clothing,7,26266.9,183868.3,41,Male
2025-04-19,STR013,West,Jeans,Clothing,6,33212.15,199272.9,64,Other
2025-03-22,STR001,North,Jacket,Clothing,1,22886.11,22886.11,28,Female
2024-10-16,STR009,East,Microwave,Home Appliances,6,17197.31,103183.86,29,Other
2025-05-13,STR005,East,Wheat,Groceries,4,29720.39,118881.56,57,Female
2024-10-21,STR018,East,Microwave,Home Appliances,3,12406.58,37219.74,43,Male
2025-02-02,STR004,East,Microwave,Home Appliances,10,48027.69,480276.9,43,Male
2025-05-16,STR006,East,Jeans,Clothing,6,34255.02,205530.12,64,Female
2024-07-29,STR006,West,Washing Machine,Home Appliances,10,19514.92,195149.2,55,Male
2024-08-06,STR004,South,Washing Machine,Home Appliances,6,26534.07,159204.42,50,Male
2024-10-31,STR017,East,Wheat,Groceries,8,18353.63,146829.04,42,Other
2024-07-16,STR010,East,Jeans,Clothing,8,30533.2,244265.6,32,Male
2025-04-01,STR017,North,Washing Machine,Home Appliances,2,31443.57,62887.14,25,Female
2024-09-05,STR011,South,Rice,Groceries,9,2439.8,21958.2,35,Male
2024-12-09,STR003,East,Laptop,Electronics,5,10588.27,52941.35,36,Female
2024-07-25,STR004,South,Laptop,Electronics,4,41397.21,165588.84,64,Male
2024-11-13,STR016,North,Jacket,Clothing,7,44316.33,310214.31,33,Female
2025-04-30,STR009,South,Wheat,Groceries,10,2385.03,23850.3,62,Other
2024-10-07,STR002,East,Laptop,Electronics,2,47524.3,95048.6,29,Female
2025-02-04,STR019,West,Sugar,Groceries,2,26507.68,53015.36,53,Male
2025-02-27,STR005,South,Washing Machine,Home Appliances,6,435.65,2613.9,50,Other
2025-03-15,STR011,West,T-Shirt,Clothing,3,8223.2,24669.6,44,Male
2025-04-14,STR018,West,Jacket,Clothing,8,25371.33,202970.64,35,Female
2025-01-26,STR017,East,Refrigerator,Home Appliances,6,24686.32,148117.92,65,Other
2025-04-05,STR014,East,Jacket,Clothing,10,31645.4,316454.0,38,Other
2024-12-04,STR020,North,Jeans,Clothing,5,25151.36,125756.8,23,Other
2024-11-21,STR002,North,Wheat,Groceries,1,1367.25,1367.25,27,Female
2024-12-10,STR003,South,Jacket,Clothing,4,11555.71,46222.84,26,Other
2025-02-14,STR007,North,Laptop,Electronics,2,43437.41,86874.82,38,Female
2025-06-10,STR018,South,Rice,Groceries,7,26137.17,182960.19,61,Male
2025-01-10,STR017,West,T-Shirt,Clothing,9,14289.71,128607.39,42,Other
2025-04-12,STR014,West,Rice,Groceries,4,25029.26,100117.04,58,Female
2024-12-18,STR005,East,Jacket,Clothing,1,20722.64,20722.64,50,Other
2024-07-17,STR017,South,Washing Machine,Home Appliances,2,14466.87,28933.74,29,Other
2024-12-10,STR005,South,Tablet,Electronics,2,6772.92,13545.84,56,Male
2025-06-02,STR002,West,Tablet,Electronics,2,15312.99,30625.98,65,Male
2025-05-28,STR016,South,Tablet,Electronics,5,12312.95,61564.75,31,Other
2025-03-25,STR016,West,Wheat,Groceries,3,1308.85,3926.55,51,Other
2024-11-14,STR012,West,Tablet,Electronics,3,22855.77,68567.31,47,Female
2024-09-26,STR009,West,Jacket,Clothing,9,48667.47,438007.23,26,Female
2025-06-17,STR005,North,Microwave,Home Appliances,6,47112.67,282676.02,50,Other
2024-12-27,STR008,North,Wheat,Groceries,9,44992.61,404933.49,43,Male
2024-06-30,STR016,South,Microwave,Home Appliances,2,22032.87,44065.74,22,Female
2024-10-06,STR019,South,Refrigerator,Home Appliances,4,22200.63,88802.52,19,Female
2024-12-09,STR020,South,Refrigerator,Home Appliances,10,7844.06,78440.6,65,Female
2025-02-07,STR019,North,Refrigerator,Home Appliances,6,36666.98,220001.88,58,Female
2024-07-03,STR006,East,Microwave,Home Appliances,4,27577.88,110311.52,59,Female
2024-11-07,STR007,East,Microwave,Home Appliances,9,42799.38,385194.42,53,Female
2025-03-09,STR016,South,T-Shirt,Clothing,8,6195.61,49564.88,28,Female
2025-04-02,STR011,East,Jeans,Clothing,10,47100.73,471007.3,34,Other
2024-11-29,STR006,West,Sugar,Groceries,2,35803.0,71606.0,56,Other
2025-03-12,STR015,North,Rice,Groceries,3,9421.06,28263.18,28,Male
2025-04-02,STR015,West,Jeans,Clothing,10,33369.35,333693.5,64,Male
2024-11-07,STR005,South,Washing Machine,Home Appliances,6,35425.14,212550.84,26,Male
2025-05-24,STR005,East,Tablet,Electronics,2,37662.17,75324.34,43,Other
2024-07-01,STR002,East,Tablet,Electronics,1,9503.18,9503.18,53,Female
2025-04-12,STR015,East,Sugar,Groceries,10,25222.69,252226.9,61,Male
2024-08-22,STR008,West,Jacket,Clothing,3,25765.29,77295.87,21,Male
2024-12-18,STR008,West,Refrigerator,Home Appliances,5,13978.7,69893.5,59,Male
2024-08-31,STR006,South,Jeans,Clothing,6,23064.72,138388.32,64,Other
2024-06-27,STR006,East,Smartphone,Electronics,10,38969.35,389693.5,60,Male
2024-08-30,STR017,South,Laptop,Electronics,5,10022.09,50110.45,21,Other
2025-01-15,STR003,South,Refrigerator,Home Appliances,8,28869.8,230958.4,61,Other
2024-11-14,STR005,West,Rice,Groceries,2,30473.99,60947.98,21,Other
2025-03-26,STR006,North,Microwave,Home Appliances,4,7674.19,30696.76,61,Other
2025-02-23,STR002,North,Wheat,Groceries,3,23380.99,70142.97,56,Other
2024-11-23,STR004,South,Smartphone,Electronics,7,5724.21,40069.47,29,Male
2025-03-01,STR005,East,Tablet,Electronics,8,36111.37,288890.96,60,Other
2025-01-20,STR007,North,Rice,Groceries,10,9977.77,99777.7,36,Other
2025-03-10,STR018,North,Washing Machine,Home Appliances,4,19076.15,76304.6,60,Male
2025-01-24,STR017,North,Sugar,Groceries,5,43855.94,219279.7,27,Female
2025-03-02,STR018,West,Refrigerator,Home Appliances,1,4596.01,4596.01,58,Other
2024-08-02,STR011,South,Washing Machine,Home Appliances,10,43006.21,430062.1,27,Other
2024-10-20,STR007,East,T-Shirt,Clothing,10,6527.49,65274.9,40,Other
2024-09-24,STR007,East,Rice,Groceries,1,40542.18,40542.18,26,Other
2024-09-21,STR015,North,Rice,Groceries,4,38840.51,155362.04,27,Female
2024-08-08,STR011,East,Washing Machine,Home Appliances,9,46764.93,420884.37,42,Female
2025-06-20,STR003,South,Refrigerator,Home Appliances,5,42332.47,211662.35,19,Male
2024-06-23,STR020,South,Rice,Groceries,6,21180.74,127084.44,48,Male
2024-06-25,STR020,North,Wheat,Groceries,10,3109.42,31094.2,46,Other
2024-10-28,STR001,West,Laptop,Electronics,10,21367.32,213673.2,32,Male
2025-04-22,STR011,East,Washing Machine,Home Appliances,2,26599.26,53198.52,34,Male
2025-05-24,STR002,South,Smartphone,Electronics,5,35089.93,175449.65,21,Male
2024-10-31,STR016,West,Tablet,Electronics,7,18223.02,127561.14,41,Female
2025-03-10,STR019,East,Jacket,Clothing,8,3337.63,26701.04,41,Female
2025-04-04,STR016,North,Rice,Groceries,5,47293.93,236469.65,26,Female
2024-11-21,STR018,North,Wheat,Groceries,1,236.33,236.33,25,Other
2024-08-02,STR018,South,Smartphone,Electronics,7,10440.25,73081.75,24,Female
2025-06-20,STR016,South,Wheat,Groceries,2,38195.87,76391.74,45,Other
2024-10-29,STR012,West,Tablet,Electronics,2,755.14,1510.28,24,Male
2025-03-02,STR002,West,Tablet,Electronics,6,5498.26,32989.56,23,Male
2025-04-14,STR002,West,Laptop,Electronics,4,22702.86,90811.44,63,Male
2024-08-23,STR012,East,Jeans,Clothing,5,48441.89,242209.45,49,Female
2024-07-12,STR001,North,Washing Machine,Home Appliances,4,8831.53,35326.12,54,Female
2024-07-30,STR012,West,Washing Machine,Home Appliances,9,26631.42,239682.78,45,Other
2024-11-10,STR007,North,Sugar,Groceries,1,12762.66,12762.66,53,Male
2025-05-22,STR020,West,Jeans,Clothing,4,49987.96,199951.84,28,Female
2025-04-09,STR005,North,T-Shirt,Clothing,7,44492.86,311450.02,40,Other
2025-05-31,STR016,North,Tablet,Electronics,3,12103.34,36310.02,20,Male
2025-05-03,STR010,East,T-Shirt,Clothing,2,20798.72,41597.44,58,Other
2024-07-25,STR015,West,Smartphone,Electronics,1,39775.66,39775.66,60,Female
2025-01-11,STR019,South,Laptop,Electronics,5,1963.8,9819.0,52,Other
2025-01-20,STR019,North,Tablet,Electronics,5,28189.75,140948.75,38,Male
2025-02-27,STR009,North,Laptop,Electronics,1,39244.44,39244.44,55,Female
2024-07-13,STR016,South,Wheat,Groceries,9,39187.96,352691.64,59,Male
2024-07-19,STR014,West,Washing Machine,Home Appliances,2,29556.83,59113.66,56,Other
2024-09-22,STR004,South,Jeans,Clothing,7,20603.27,144222.89,31,Female
2025-03-29,STR009,South,Jeans,Clothing,10,24302.57,243025.7,32,Male
2024-12-26,STR019,East,T-Shirt,Clothing,9,9232.47,83092.23,55,Other
2024-07-15,STR003,East,Tablet,Electronics,1,22358.79,22358.79,28,Female
2024-12-02,STR017,West,Refrigerator,Home Appliances,1,10795.68,10795.68,52,Male
2025-06-18,STR001,East,Smartphone,Electronics,3,20596.02,61788.06,24,Other
2025-05-23,STR019,West,Smartphone,Electronics,10,18531.91,185319.1,27,Male
2025-03-26,STR017,East,Laptop,Electronics,9,48129.71,433167.39,60,Other
2024-09-16,STR009,East,Smartphone,Electronics,7,48528.36,339698.52,52,Male
2025-03-04,STR017,South,Refrigerator,Home Appliances,6,22619.44,135716.64,54,Female
2024-08-01,STR006,North,T-Shirt,Clothing,9,46632.1,419688.9,19,Female
2024-09-09,STR003,South,Laptop,Electronics,8,23767.95,190143.6,30,Female
2025-05-15,STR003,South,Laptop,Electronics,2,29824.45,59648.9,50,Female
2024-06-29,STR018,South,Jeans,Clothing,7,30035.1,210245.7,47,Other
2024-08-11,STR002,East,Sugar,Groceries,8,47169.18,377353.44,20,Other
2024-08-06,STR003,West,Jeans,Clothing,5,35697.76,178488.8,25,Female
2024-08-15,STR008,South,Rice,Groceries,9,24768.34,222915.06,49,Female
2025-01-13,STR004,West,Washing Machine,Home Appliances,6,36170.98,217025.88,55,Other
2024-07-07,STR020,West,Rice,Groceries,1,14713.21,14713.21,62,Other
2025-04-06,STR008,East,Jacket,Clothing,9,18878.1,169902.9,57,Female
2024-07-04,STR005,North,Laptop,Electronics,5,22707.68,113538.4,46,Male
2025-02-17,STR005,South,Microwave,Home Appliances,7,16967.09,118769.63,40,Other
2024-07-10,STR018,South,Microwave,Home Appliances,9,20390.88,183517.92,18,Other
2025-06-17,STR017,South,Washing Machine,Home Appliances,9,26777.64,240998.76,57,Male
2024-08-21,STR016,South,Rice,Groceries,7,49252.12,344764.84,51,Female
2025-06-17,STR003,East,Laptop,Electronics,2,1200.54,2401.08,22,Male
2024-12-14,STR012,South,Tablet,Electronics,4,44813.38,179253.52,31,Other
2024-06-27,STR014,North,Rice,Groceries,8,11709.18,93673.44,39,Male
2025-05-01,STR018,North,Refrigerator,Home Appliances,6,45925.7,275554.2,43,Female
2024-09-15,STR010,West,Smartphone,Electronics,5,18079.78,90398.9,27,Female
2024-10-15,STR002,South,Tablet,Electronics,6,4958.34,29750.04,62,Female
2024-07-06,STR013,North,Jeans,Clothing,7,39406.13,275842.91,48,Other
2025-04-08,STR005,East,Sugar,Groceries,9,3360.15,30241.35,56,Other
2025-01-25,STR013,West,Tablet,Electronics,1,27097.99,27097.99,53,Male
2024-10-16,STR014,North,Laptop,Electronics,5,4073.01,20365.05,32,Female
2025-02-28,STR018,West,Washing Machine,Home Appliances,5,31366.85,156834.25,57,Other
2024-12-03,STR020,West,Microwave,Home Appliances,7,48765.27,341356.89,37,Other
2025-06-09,STR011,East,Sugar,Groceries,2,15686.28,31372.56,55,Female
2024-11-18,STR020,South,Jacket,Clothing,2,2560.1,5120.2,64,Other
2024-10-23,STR012,South,Refrigerator,Home Appliances,8,42256.44,338051.52,62,Female
2024-09-17,STR003,West,Laptop,Electronics,8,5758.09,46064.72,61,Other
2025-04-19,STR018,West,Smartphone,Electronics,9,41642.95,374786.55,31,Female
2025-03-20,STR004,East,Jeans,Clothing,3,20598.4,61795.2,38,Female
2025-04-04,STR001,East,Laptop,Electronics,1,24326.86,24326.86,26,Female
2025-03-07,STR013,East,Jeans,Clothing,7,2443.22,17102.54,65,Other
2025-06-19,STR011,West,Wheat,Groceries,1,24925.42,24925.42,34,Male
2025-04-07,STR016,West,Laptop,Electronics,6,15805.91,94835.46,39,Other
2024-08-19,STR011,South,Tablet,Electronics,5,22586.0,112930.0,30,Other
2025-06-12,STR009,West,Laptop,Electronics,6,6629.71,39778.26,42,Male
2024-06-30,STR002,North,Washing Machine,Home Appliances,5,16891.72,84458.6,43,Other
2025-01-31,STR002,North,Jacket,Clothing,4,30451.18,121804.72,62,Other
2024-11-18,STR006,South,Rice,Groceries,2,42793.22,85586.44,36,Male
2025-01-19,STR016,East,Wheat,Groceries,8,48220.27,385762.16,43,Male
2024-07-16,STR004,North,Jacket,Clothing,1,3459.88,3459.88,29,Female
2025-04-22,STR009,West,Smartphone,Electronics,9,18688.21,168193.89,21,Male
2024-10-25,STR013,West,Smartphone,Electronics,9,23781.81,214036.29,63,Female
2025-02-25,STR019,East,Refrigerator,Home Appliances,3,43743.48,131230.44,46,Male
2024-11-02,STR009,South,T-Shirt,Clothing,7,6832.01,47824.07,58,Female
2024-12-15,STR002,South,Smartphone,Electronics,3,36549.3,109647.9,51,Female
2025-02-12,STR011,South,Microwave,Home Appliances,8,38010.14,304081.12,45,Female
2024-11-12,STR012,South,Sugar,Groceries,9,2499.88,22498.92,41,Female
2024-10-25,STR008,East,Washing Machine,Home Appliances,9,6483.04,58347.36,34,Female
2024-10-13,STR009,East,Jeans,Clothing,7,1668.63,11680.41,59,Female
2024-09-15,STR007,North,Jacket,Clothing,3,23414.48,70243.44,25,Male
2024-10-04,STR010,West,Refrigerator,Home Appliances,8,46739.27,373914.16,61,Other
2025-02-24,STR007,South,Laptop,Electronics,7,21975.58,153829.06,60,Female
2024-12-26,STR018,West,Washing Machine,Home Appliances,4,8569.08,34276.32,61,Male
2024-07-28,STR018,North,Laptop,Electronics,1,17746.15,17746.15,22,Other
2024-10-24,STR011,South,Rice,Groceries,5,41352.41,206762.05,20,Female
2025-05-01,STR005,East,Washing Machine,Home Appliances,9,35987.41,323886.69,57,Male
2024-11-25,STR002,North,Jeans,Clothing,1,44066.72,44066.72,50,Male
2024-08-11,STR017,North,Wheat,Groceries,5,23761.11,118805.55,45,Female
2024-11-17,STR009,East,Washing Machine,Home Appliances,6,12779.72,76678.32,45,Male
2025-04-13,STR016,South,Microwave,Home Appliances,2,43962.51,87925.02,46,Other
2024-10-12,STR008,North,Smartphone,Electronics,6,32125.17,192751.02,27,Other
2025-03-19,STR018,West,Sugar,Groceries,5,25673.37,128366.85,57,Other
2025-03-25,STR020,North,Sugar,Groceries,3,26431.92,79295.76,37,Female
2025-01-27,STR004,East,Sugar,Groceries,8,35183.57,281468.56,46,Other
2024-07-18,STR003,West,Washing Machine,Home Appliances,1,18904.42,18904.42,63,Female
2024-07-26,STR018,South,Washing Machine,Home Appliances,4,6696.84,26787.36,55,Female
